"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate"
"600" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8595 0.863273453093812 0.855711422845691 0.71901255856664 0.851 0.837209302325581 0.864490603363007 0.702087611999371 "x1;x2" "2.8770045675814;-1.83045181816565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136133887178304;0.100278486272211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"601" "RELIEF" 6 2 0.8 0.818181818181818 0.666666666666667 0.368914380728573 0.86 0.863273453093812 0.856713426853707 0.720008480612356 0.851 0.838220424671385 0.863501483679525 0.702061829687844 "x1;Noise17;x2;Noise22;Noise21;Noise2" "2.88998914692495;-1.84163531902255;NA;NA;0.110691380775658;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0792521386566344;NA;NA;NA;-0.0123501407306672;-0.00139301496013051" "0.136851487227386;0.100816963405688;NA;NA;0.0731427682817693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0719204153503239;NA;NA;NA;0.0720560509438144;0.0716619252809261"
"602" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8595 0.863273453093812 0.855711422845691 0.71901255856664 0.851 0.837209302325581 0.864490603363007 0.702087611999371 "x1;x2" "2.8770045675814;-1.83045181816565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136133887178304;0.100278486272211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"603" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7825 0.778443113772455 0.786573146292585 0.565028973410822 0.775 0.761375126390293 0.788328387734916 0.549969796182552 "x1" "1.95902463403229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0895477198164927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"604" "SVM-RFE" 14 3 0.56 0.5 1 0.327326835353989 0.87 0.864271457085828 0.875751503006012 0.740058483893754 0.867 0.865520728008089 0.868447082096934 0.733967810105023 "Noise10;Noise14;Noise17;Noise18;Noise2;Noise20;Noise21;Noise22;Noise4;Noise6;Noise7;x1;x2;x3" "3.05806907764929;-1.94952820834305;0.473719941243858;NA;0.110592689262607;NA;0.00264094501946759;NA;0.113463284928115;0.0811653968360379;NA;NA;-0.0399249071610233;NA;NA;NA;0.0575748830961792;NA;NA;0.0842015214645443;-0.107829841235127;NA;0.0510078336997472;0.00458764495522503;0.0126860220529972" "0.145968597937856;0.107388907349523;0.0727577399954997;NA;0.0747881682772383;NA;0.0729350676454139;NA;0.0733874353618589;0.0731919332815262;NA;NA;0.0723105260482571;NA;NA;NA;0.0744403102962047;NA;NA;0.0735152041428154;0.0748782837038577;NA;0.0719132564765683;0.074352580049206;0.0740648593380252"
"605" "GAMMA_BACK" 3 3 1 1 1 1 0.863 0.858283433133733 0.867735470941884 0.726040685710044 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 "x1;x2;x3" "3.03699715574104;-1.92943540645724;0.480651943137725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144912404394995;0.106060220905426;0.0725807991370329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"606" "GAMMA_BF" 3 3 1 1 1 1 0.863 0.858283433133733 0.867735470941884 0.726040685710044 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 "x1;x2;x3" "3.03699715574104;-1.92943540645724;0.480651943137725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144912404394995;0.106060220905426;0.0725807991370329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"607" "GAMMA_FORW" 3 3 1 1 1 1 0.863 0.858283433133733 0.867735470941884 0.726040685710044 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 "x1;x2;x3" "3.03699715574104;-1.92943540645724;0.480651943137725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144912404394995;0.106060220905426;0.0725807991370329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"608" "GAMMA_HC" 3 3 1 1 1 1 0.863 0.858283433133733 0.867735470941884 0.726040685710044 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 "x1;x2;x3" "3.03699715574104;-1.92943540645724;0.480651943137725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.144912404394995;0.106060220905426;0.0725807991370329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"609" "BASELINE" 25 3 0.12 0 1 0 0.8695 0.874501992031873 0.864457831325301 0.739016361176063 0.8595 0.868868868868869 0.85014985014985 0.719134868796031 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.2226014375562;-2.22996710092045;0.482042519739485;-0.14020749609935;-0.0558158554589945;-0.00482775858391963;0.0887235619151943;0.0512246324659813;-0.0279669408140126;-0.0148958049510777;-0.0116837466724981;0.0445873736517289;0.0450502276085887;-0.0640677423340804;-0.11129749999881;0.0614735542009875;-0.146008732008949;-0.130093962272798;-0.0522996706752534;0.0923291782167491;-0.0340717808365145;-0.025142615568351;0.111293309227058;0.0879446483457998;0.0906808097012538" "0.156401498398179;0.121769264846625;0.0767029291604818;0.0755843653287147;0.0720264187615158;0.074934599975564;0.0730932817061523;0.0754987918697968;0.0761599169653928;0.071545066446024;0.0746419827108435;0.0748584115837118;0.0759762314562564;0.0753175223195627;0.0762644905454787;0.0737182114779155;0.0752318644376442;0.0740360668214645;0.07468176699511;0.0717230390069598;0.0748128508092287;0.074116573595381;0.0757172568954098;0.0755840161525842;0.0749409481388751"
"610" "BEST" 3 3 1 1 1 1 0.87 0.876494023904382 0.863453815261044 0.740036650313431 0.8625 0.868868868868869 0.856143856143856 0.725064569034745 "x1;x2;x3" "3.12351833837028;-2.16690518467429;0.470513855844069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.149695289805706;0.117438999400636;0.07515300430103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"611" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.863 0.862549800796813 0.863453815261044 0.725999260005668 0.853 0.856856856856857 0.849150849150849 0.706024650819611 "x1;x2" "3.00638243825643;-2.07260284438585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.1421507132442;0.112595744689152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"612" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.863 0.862549800796813 0.863453815261044 0.725999260005668 0.853 0.856856856856857 0.849150849150849 0.706024650819611 "x1;x2" "3.00638243825643;-2.07260284438585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.1421507132442;0.112595744689152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"613" "CONS" 3 3 1 1 1 1 0.87 0.876494023904382 0.863453815261044 0.740036650313431 0.8625 0.868868868868869 0.856143856143856 0.725064569034745 "x1;x2;x3" "3.12351833837028;-2.16690518467429;0.470513855844069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.149695289805706;0.117438999400636;0.07515300430103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"614" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.7699203187251 0.789156626506024 0.559153276084539 0.7715 0.763763763763764 0.779220779220779 0.543053786826183 "x1" "1.90149692044134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0873567114485367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"615" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.7699203187251 0.789156626506024 0.559153276084539 0.7715 0.763763763763764 0.779220779220779 0.543053786826183 "x1" "1.90149692044134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0873567114485367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"616" "ONER" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.7699203187251 0.789156626506024 0.559153276084539 0.7715 0.763763763763764 0.779220779220779 0.543053786826183 "x1" "1.90149692044134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0873567114485367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"617" "RELIEF" 24 3 0.16 0.0454545454545455 1 0.0753778361444409 0.8725 0.875498007968127 0.869477911646586 0.745000132899918 0.8585 0.865865865865866 0.851148851148851 0.717084636245399 "x1;Noise2;Noise21;Noise11;Noise14;Noise12;Noise9;Noise7;Noise3;Noise10;Noise5;x3;Noise8;Noise22;Noise4;Noise18;Noise17;Noise20;Noise16;Noise6;Noise13;Noise1;x2;Noise19" "3.21555597909807;-2.2213620773984;0.48265975268287;-0.136692939278955;-0.0521262519799405;-0.00517632674581373;0.0844140620674311;0.0548282061413788;-0.0336189825368288;-0.015740357512723;-0.0166463591565979;0.0456955963442711;0.0503857258066041;-0.069052927596075;-0.11354040733059;0.0535487169259179;-0.142128206571994;NA;-0.0525450040684927;0.0905216979417469;-0.034829014382166;-0.0258113902789732;0.108788013416877;0.0826977021431735;0.0897928251493178" "0.156070831568859;0.121324282582287;0.0766628311725983;0.0753602090170577;0.0718535272616574;0.0748443571941011;0.0730776975907243;0.0755160484600537;0.0759476152637794;0.0714678098280528;0.0744936069175381;0.0746737943447253;0.0757698058150596;0.0752360447276571;0.0761814316045506;0.0734088476429901;0.0751127891916426;NA;0.0745514148683439;0.0715802665144943;0.0744892476687099;0.0739544993721882;0.0755665329734939;0.075279503297395;0.0748167790491714"
"618" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.863 0.862549800796813 0.863453815261044 0.725999260005668 0.853 0.856856856856857 0.849150849150849 0.706024650819611 "x1;x2" "3.00638243825643;-2.07260284438585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.1421507132442;0.112595744689152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"619" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7795 0.7699203187251 0.789156626506024 0.559153276084539 0.7715 0.763763763763764 0.779220779220779 0.543053786826183 "x1" "1.90149692044134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0873567114485367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"620" "SVM-RFE" 3 3 1 1 1 1 0.87 0.876494023904382 0.863453815261044 0.740036650313431 0.8625 0.868868868868869 0.856143856143856 0.725064569034745 "x1;x2;x3" "3.12351833837028;-2.16690518467429;0.470513855844069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.149695289805706;0.117438999400636;0.07515300430103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"621" "GAMMA_BACK" 3 3 1 1 1 1 0.87 0.876494023904382 0.863453815261044 0.740036650313431 0.8625 0.868868868868869 0.856143856143856 0.725064569034745 "x1;x2;x3" "3.12351833837028;-2.16690518467429;0.470513855844069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.149695289805706;0.117438999400636;0.07515300430103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"622" "GAMMA_BF" 3 3 1 1 1 1 0.87 0.876494023904382 0.863453815261044 0.740036650313431 0.8625 0.868868868868869 0.856143856143856 0.725064569034745 "x1;x2;x3" "3.12351833837028;-2.16690518467429;0.470513855844069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.149695289805706;0.117438999400636;0.07515300430103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"623" "GAMMA_FORW" 3 3 1 1 1 1 0.87 0.876494023904382 0.863453815261044 0.740036650313431 0.8625 0.868868868868869 0.856143856143856 0.725064569034745 "x1;x2;x3" "3.12351833837028;-2.16690518467429;0.470513855844069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.149695289805706;0.117438999400636;0.07515300430103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"624" "GAMMA_HC" 3 3 1 1 1 1 0.87 0.876494023904382 0.863453815261044 0.740036650313431 0.8625 0.868868868868869 0.856143856143856 0.725064569034745 "x1;x2;x3" "3.12351833837028;-2.16690518467429;0.470513855844069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.149695289805706;0.117438999400636;0.07515300430103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"625" "BASELINE" 25 3 0.12 0 1 0 0.8515 0.855983772819473 0.847140039447732 0.703055254284586 0.8525 0.821792260692464 0.882121807465619 0.705682828453013 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.73019963185744;-1.85274106962289;0.478602860273404;-0.00995077643007326;-0.0594981816919232;-0.121263059260922;-0.0664237897012837;-0.0769649935492467;-0.0897384192651814;-0.0390586822685684;0.0582910839016276;0.0258477405621757;0.0603875567790041;0.0591113296909209;-0.040040332287655;0.0580232251728684;0.175823049991774;0.133246796935227;0.0412524016925463;-0.0643142097435366;-0.126809467136793;0.0443607383033913;-0.00449050086483472;-0.0527472414811716;-0.0527817510842136" "0.130860403946883;0.101185807240479;0.072536612730345;0.0701422763295984;0.0684038551507853;0.0729605459828889;0.06767506207197;0.0687676660985291;0.0692206119835314;0.0710779370852753;0.0684906405089476;0.0731273250407692;0.0681268903201658;0.0708971992285472;0.0701897975329126;0.0697266817081545;0.0675711723042248;0.0701345119740295;0.0664574088211694;0.0674499564283035;0.0712164965315161;0.0710227929230772;0.0703004955527027;0.068913589970505;0.0687017140508299"
"626" "BEST" 3 3 1 1 1 1 0.847 0.849898580121704 0.844181459566075 0.694017568673349 0.854 0.821792260692464 0.885068762278978 0.708796470858209 "x1;x2;x3" "2.66176813624805;-1.82026199537096;0.48347624396274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.126872924967034;0.0986576077890382;0.0714701863766561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"627" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8355 0.838742393509128 0.832347140039448 0.671026783178719 0.8495 0.826883910386965 0.871316306483301 0.699223912645855 "x1;x2" "2.5847675312672;-1.76112994483729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.12242520867605;0.09539140022454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"628" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8355 0.838742393509128 0.832347140039448 0.671026783178719 0.8495 0.826883910386965 0.871316306483301 0.699223912645855 "x1;x2" "2.5847675312672;-1.76112994483729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.12242520867605;0.09539140022454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"629" "CONS" 3 3 1 1 1 1 0.847 0.849898580121704 0.844181459566075 0.694017568673349 0.854 0.821792260692464 0.885068762278978 0.708796470858209 "x1;x2;x3" "2.66176813624805;-1.82026199537096;0.48347624396274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.126872924967034;0.0986576077890382;0.0714701863766561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"630" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7565 0.748478701825558 0.764299802761341 0.512863920282551 0.759 0.743380855397149 0.774066797642436 0.517778208116948 "x1" "1.78481711410505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0833463933043535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"631" "IGR" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8355 0.838742393509128 0.832347140039448 0.671026783178719 0.8495 0.826883910386965 0.871316306483301 0.699223912645855 "x1;x2" "2.5847675312672;-1.76112994483729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.12242520867605;0.09539140022454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"632" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8355 0.838742393509128 0.832347140039448 0.671026783178719 0.8495 0.826883910386965 0.871316306483301 0.699223912645855 "x1;x2" "2.5847675312672;-1.76112994483729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.12242520867605;0.09539140022454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"633" "RELIEF" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7565 0.748478701825558 0.764299802761341 0.512863920282551 0.759 0.743380855397149 0.774066797642436 0.517778208116948 "x1" "1.78481711410505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0833463933043535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"634" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8355 0.838742393509128 0.832347140039448 0.671026783178719 0.8495 0.826883910386965 0.871316306483301 0.699223912645855 "x1;x2" "2.5847675312672;-1.76112994483729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.12242520867605;0.09539140022454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"635" "SU" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8355 0.838742393509128 0.832347140039448 0.671026783178719 0.8495 0.826883910386965 0.871316306483301 0.699223912645855 "x1;x2" "2.5847675312672;-1.76112994483729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.12242520867605;0.09539140022454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"636" "SVM-RFE" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.852 0.854969574036511 0.849112426035503 0.704018628826233 0.858 0.829938900203666 0.885068762278978 0.716550405940772 "Noise13;Noise14;Noise15;Noise3;x1;x2;x3" "2.68985399102464;-1.82627764216361;0.475896828087641;NA;NA;-0.114802601588232;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0708800338250448;0.169301930857158;0.134872525949445;NA;NA;NA;NA;NA;NA;NA" "0.12816737631728;0.0994777459731389;0.0717401395949993;NA;NA;0.0721418571230522;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0690896129025678;0.0668449663786853;0.0695447444798224;NA;NA;NA;NA;NA;NA;NA"
"637" "GAMMA_BACK" 23 3 0.2 0.0909090909090909 1 0.108893101296094 0.8515 0.858012170385396 0.845167652859961 0.703114072266122 0.851 0.819755600814664 0.881139489194499 0.702708192048957 "x1;x2;x3;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.726501262985;-1.84674112746403;0.479003394565646;NA;-0.0595603549849113;-0.120627841489653;-0.0659425366361115;-0.0765449569162905;-0.0914759748485376;-0.0380725113853993;0.0582788070500947;0.0287898702221873;0.0607964869896934;NA;-0.0378423598832722;0.0594314565452228;0.17534420544638;0.132719306618375;0.0410602062979001;-0.0637225460859631;-0.126055257037525;0.0448816056847174;-0.0041948467471238;-0.0506343783812303;-0.0517806040075437" "0.130525294444068;0.10074338016986;0.0725493168737202;NA;0.0683450188216755;0.0728334051715657;0.0675696701311196;0.0686765009374826;0.0691535398792382;0.0709814767560152;0.0684819449418438;0.0730091976501547;0.0681164703356953;NA;0.0701144920893775;0.0696880657418618;0.0674478416184942;0.0700368769325603;0.0664017619947004;0.067394491659306;0.0711804349466919;0.0709592878885101;0.0702268228453046;0.0688748510404086;0.0686737923777421"
"638" "GAMMA_BF" 23 3 0.2 0.0909090909090909 1 0.108893101296094 0.8515 0.858012170385396 0.845167652859961 0.703114072266122 0.851 0.819755600814664 0.881139489194499 0.702708192048957 "x1;x2;x3;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.726501262985;-1.84674112746403;0.479003394565646;NA;-0.0595603549849113;-0.120627841489653;-0.0659425366361115;-0.0765449569162905;-0.0914759748485376;-0.0380725113853993;0.0582788070500947;0.0287898702221873;0.0607964869896934;NA;-0.0378423598832722;0.0594314565452228;0.17534420544638;0.132719306618375;0.0410602062979001;-0.0637225460859631;-0.126055257037525;0.0448816056847174;-0.0041948467471238;-0.0506343783812303;-0.0517806040075437" "0.130525294444068;0.10074338016986;0.0725493168737202;NA;0.0683450188216755;0.0728334051715657;0.0675696701311196;0.0686765009374826;0.0691535398792382;0.0709814767560152;0.0684819449418438;0.0730091976501547;0.0681164703356953;NA;0.0701144920893775;0.0696880657418618;0.0674478416184942;0.0700368769325603;0.0664017619947004;0.067394491659306;0.0711804349466919;0.0709592878885101;0.0702268228453046;0.0688748510404086;0.0686737923777421"
"639" "GAMMA_FORW" 23 3 0.2 0.0909090909090909 1 0.108893101296094 0.8515 0.858012170385396 0.845167652859961 0.703114072266122 0.851 0.819755600814664 0.881139489194499 0.702708192048957 "x1;x2;x3;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.726501262985;-1.84674112746403;0.479003394565646;NA;-0.0595603549849113;-0.120627841489653;-0.0659425366361115;-0.0765449569162905;-0.0914759748485376;-0.0380725113853993;0.0582788070500947;0.0287898702221873;0.0607964869896934;NA;-0.0378423598832722;0.0594314565452228;0.17534420544638;0.132719306618375;0.0410602062979001;-0.0637225460859631;-0.126055257037525;0.0448816056847174;-0.0041948467471238;-0.0506343783812303;-0.0517806040075437" "0.130525294444068;0.10074338016986;0.0725493168737202;NA;0.0683450188216755;0.0728334051715657;0.0675696701311196;0.0686765009374826;0.0691535398792382;0.0709814767560152;0.0684819449418438;0.0730091976501547;0.0681164703356953;NA;0.0701144920893775;0.0696880657418618;0.0674478416184942;0.0700368769325603;0.0664017619947004;0.067394491659306;0.0711804349466919;0.0709592878885101;0.0702268228453046;0.0688748510404086;0.0686737923777421"
