"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate"
"442" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8605 0.858134920634921 0.862903225806452 0.72101543335931 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 "x1;x2" "3.08510824714482;-2.06244816084995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148243177323259;0.110469942519608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"443" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7615 0.760912698412698 0.762096774193548 0.522995089518532 0.7755 0.77115987460815 0.779482262703739 0.550414717637506 "x1" "1.94965336323026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0900495610399215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"444" "SVM-RFE" 10 3 0.72 0.681818181818182 1 0.452267016866645 0.876 0.875 0.877016129032258 0.75199808013979 0.846 0.847439916405434 0.844678811121764 0.691730749539536 "Noise10;Noise12;Noise13;Noise15;Noise20;Noise22;Noise4;x1;x2;x3" "3.37617918381824;-2.25327946832421;0.579705965644962;NA;NA;NA;0.144381848167076;NA;NA;NA;NA;NA;0.10207956426554;NA;-0.0824162608843338;0.148135921501845;NA;-0.103908317739321;NA;NA;NA;NA;-0.175703496567199;NA;0.156497005121667" "0.165919499487977;0.120702992567682;0.0802959311643699;NA;NA;NA;0.0739562072551796;NA;NA;NA;NA;NA;0.0715175300937774;NA;0.07714738989889;0.0724380118612157;NA;0.0771504567747016;NA;NA;NA;NA;0.0759929669335406;NA;0.0765374839101747"
"445" "GAMMA_BACK" 3 3 1 1 1 1 0.869 0.875992063492063 0.861895161290323 0.738011229022364 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 "x1;x2;x3" "3.29829487070053;-2.20481284249767;0.577027100066296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.161560380400994;0.117999540839832;0.0793333415994031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"446" "GAMMA_BF" 3 3 1 1 1 1 0.869 0.875992063492063 0.861895161290323 0.738011229022364 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 "x1;x2;x3" "3.29829487070053;-2.20481284249767;0.577027100066296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.161560380400994;0.117999540839832;0.0793333415994031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"447" "GAMMA_FORW" 3 3 1 1 1 1 0.869 0.875992063492063 0.861895161290323 0.738011229022364 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 "x1;x2;x3" "3.29829487070053;-2.20481284249767;0.577027100066296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.161560380400994;0.117999540839832;0.0793333415994031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"448" "GAMMA_HC" 3 3 1 1 1 1 0.869 0.875992063492063 0.861895161290323 0.738011229022364 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 "x1;x2;x3" "3.29829487070053;-2.20481284249767;0.577027100066296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.161560380400994;0.117999540839832;0.0793333415994031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"449" "BASELINE" 25 3 0.12 0 1 0 0.862 0.8642578125 0.859631147540984 0.723855644257702 0.875 0.896907216494845 0.84994640943194 0.748706039559802 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.06466368341598;-2.0839922812155;0.494337933659579;-0.00934502110463408;-0.0288509332247471;-0.0512595675439404;-0.0743911466435295;0.00255479226045072;0.0318832377908629;0.0735562816884069;0.0521023293612364;0.069671848662278;0.0640202671780609;0.143494250753993;0.0165925520806126;0.053163031134908;0.00245976394379352;-0.083899683534895;-0.0339918499243043;0.0226639121103966;0.0415026526118384;-0.0486662171491164;-0.0122738278571036;-0.0276298259834493;0.00574553202167893" "0.150056288752024;0.113803022829759;0.0780642455463506;0.0746804348252823;0.0765047331328947;0.0719652922022956;0.0771361064675637;0.0703850932900187;0.0726879868396363;0.0721771813808516;0.0713889239776;0.0730333771470518;0.0735993056746553;0.072200613121967;0.0740126472123745;0.0729512254172393;0.071966827507154;0.0736170901050169;0.0738051516312436;0.0727279304696308;0.0716971461746032;0.0733249750188659;0.0714494331186694;0.0718706073179925;0.0737202265338887"
"450" "BEST" 3 3 1 1 1 1 0.8615 0.869140625 0.853483606557377 0.722809762925087 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 "x1;x2;x3" "3.00825683440472;-2.04302526546649;0.480763792249346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.145784075594798;0.11095811456083;0.0763385569369367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"451" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.8720703125 0.854508196721312 0.726814534789946 0.869 0.891283973758201 0.843515541264737 0.736622030964362 "x1;x2" "2.92083124856862;-1.96052435212758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140362043444849;0.106293130601905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"452" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.8720703125 0.854508196721312 0.726814534789946 0.869 0.891283973758201 0.843515541264737 0.736622030964362 "x1;x2" "2.92083124856862;-1.96052435212758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140362043444849;0.106293130601905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"453" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.8720703125 0.854508196721312 0.726814534789946 0.869 0.891283973758201 0.843515541264737 0.736622030964362 "x1;x2" "2.92083124856862;-1.96052435212758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140362043444849;0.106293130601905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"454" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.766 0.7880859375 0.742827868852459 0.531655879669268 0.7735 0.788191190253046 0.756698821007503 0.544926960944638 "x1" "1.94991540165994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0901524038193475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"455" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.766 0.7880859375 0.742827868852459 0.531655879669268 0.7735 0.788191190253046 0.756698821007503 0.544926960944638 "x1" "1.94991540165994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0901524038193475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"456" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.8720703125 0.854508196721312 0.726814534789946 0.869 0.891283973758201 0.843515541264737 0.736622030964362 "x1;x2" "2.92083124856862;-1.96052435212758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140362043444849;0.106293130601905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"457" "RELIEF" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.677 0.708984375 0.64344262295082 0.353294131586077 0.679 0.710402999062793 0.643086816720257 0.354164984093673 "x2" "NA;-1.02952332915248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "NA;0.059666920891703;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"458" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.8720703125 0.854508196721312 0.726814534789946 0.869 0.891283973758201 0.843515541264737 0.736622030964362 "x1;x2" "2.92083124856862;-1.96052435212758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140362043444849;0.106293130601905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"459" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.766 0.7880859375 0.742827868852459 0.531655879669268 0.7735 0.788191190253046 0.756698821007503 0.544926960944638 "x1" "1.94991540165994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0901524038193475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"460" "SVM-RFE" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8635 0.8720703125 0.854508196721312 0.726814534789946 0.869 0.891283973758201 0.843515541264737 0.736622030964362 "x1;x2" "2.92083124856862;-1.96052435212758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.140362043444849;0.106293130601905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"461" "GAMMA_BACK" 3 3 1 1 1 1 0.8615 0.869140625 0.853483606557377 0.722809762925087 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 "x1;x2;x3" "3.00825683440472;-2.04302526546649;0.480763792249346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.145784075594798;0.11095811456083;0.0763385569369367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"462" "GAMMA_BF" 3 3 1 1 1 1 0.8615 0.869140625 0.853483606557377 0.722809762925087 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 "x1;x2;x3" "3.00825683440472;-2.04302526546649;0.480763792249346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.145784075594798;0.11095811456083;0.0763385569369367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"463" "GAMMA_FORW" 3 3 1 1 1 1 0.8615 0.869140625 0.853483606557377 0.722809762925087 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 "x1;x2;x3" "3.00825683440472;-2.04302526546649;0.480763792249346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.145784075594798;0.11095811456083;0.0763385569369367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"464" "GAMMA_HC" 3 3 1 1 1 1 0.8615 0.869140625 0.853483606557377 0.722809762925087 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 "x1;x2;x3" "3.00825683440472;-2.04302526546649;0.480763792249346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.145784075594798;0.11095811456083;0.0763385569369367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"465" "BASELINE" 25 3 0.12 0 1 0 0.859 0.858751279426817 0.859237536656892 0.717902627345598 0.8575 0.840447154471545 0.874015748031496 0.715095846856917 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.08578119748218;-2.11198237961887;0.508691723409327;-0.00585546767759839;0.044866080721426;-0.0543786236731836;-0.0768705630652322;0.0468466544517015;-0.0288214411900141;0.0410680383036988;-0.014572044309576;-0.1656056979604;-0.0399991351266106;0.118899095130267;0.048628397899187;-0.0193966774285605;-0.0425773774139947;-0.13307327113039;-0.00766485361745269;0.0499531339252446;0.0434538929945975;-0.0587126775448714;0.0103901793549917;0.0460314517270099;0.0284740659052228" "0.149094649383597;0.116135966872427;0.0758084873403427;0.072350948011115;0.0736624862819087;0.0744589342044027;0.0705116700244362;0.0723320295576375;0.0730447673281995;0.0696939387033273;0.0721210069763663;0.0729916464203417;0.0730865043423436;0.0737441254373553;0.0724857793969614;0.0729700872155699;0.0715329601906318;0.0733002451925411;0.0723736509030118;0.0728474900436571;0.0689668556287785;0.071245883791296;0.0726075111685393;0.0711150631110556;0.0738875360248011"
"466" "BEST" 3 3 1 1 1 1 0.854 0.852610030706244 0.855327468230694 0.70787800821216 0.864 0.849593495934959 0.877952755905512 0.728035781742822 "x1;x2;x3" "3.01789668601392;-2.07167899008076;0.493572112639018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14453603953817;0.113258935981956;0.0746332460366045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"467" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.844421699078813 0.847507331378299 0.691870884985826 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 "x1;x2" "2.89456909331015;-1.99219220912242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.137871970521129;0.108662017599921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"468" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.844421699078813 0.847507331378299 0.691870884985826 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 "x1;x2" "2.89456909331015;-1.99219220912242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.137871970521129;0.108662017599921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"469" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.844421699078813 0.847507331378299 0.691870884985826 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 "x1;x2" "2.89456909331015;-1.99219220912242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.137871970521129;0.108662017599921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"470" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.768 0.761514841351075 0.774193548387097 0.535734119204303 0.739 0.705284552845528 0.771653543307087 0.478188120570365 "x1" "1.85896952437435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0859108179435254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"471" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.768 0.761514841351075 0.774193548387097 0.535734119204303 0.739 0.705284552845528 0.771653543307087 0.478188120570365 "x1" "1.85896952437435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0859108179435254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"472" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.844421699078813 0.847507331378299 0.691870884985826 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 "x1;x2" "2.89456909331015;-1.99219220912242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.137871970521129;0.108662017599921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"473" "RELIEF" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.768 0.761514841351075 0.774193548387097 0.535734119204303 0.739 0.705284552845528 0.771653543307087 0.478188120570365 "x1" "1.85896952437435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0859108179435254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"474" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.844421699078813 0.847507331378299 0.691870884985826 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 "x1;x2" "2.89456909331015;-1.99219220912242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.137871970521129;0.108662017599921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"475" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.768 0.761514841351075 0.774193548387097 0.535734119204303 0.739 0.705284552845528 0.771653543307087 0.478188120570365 "x1" "1.85896952437435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0859108179435254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"476" "SVM-RFE" 9 3 0.76 0.727272727272727 1 0.492365963917331 0.857 0.852610030706244 0.86119257086999 0.71383688470529 0.8565 0.838414634146341 0.874015748031496 0.713127269781713 "Noise10;Noise11;Noise15;Noise18;Noise19;Noise9;x1;x2;x3" "3.05066913189022;-2.09058945692792;0.498983796168011;NA;NA;NA;NA;NA;NA;NA;NA;-0.156288922079164;-0.0450331156954163;0.114341997179275;NA;NA;NA;-0.133188294521391;NA;NA;0.0428638584395145;-0.0557392737012589;NA;NA;NA" "0.146060885869173;0.114372945875752;0.0753248957082333;NA;NA;NA;NA;NA;NA;NA;NA;0.0723875430234359;0.0723398232226082;0.0730864875466126;NA;NA;NA;0.0726765105723312;NA;NA;0.0682054289969519;0.0701419620232146;NA;NA;NA"
"477" "GAMMA_BACK" 3 3 1 1 1 1 0.854 0.852610030706244 0.855327468230694 0.70787800821216 0.864 0.849593495934959 0.877952755905512 0.728035781742822 "x1;x2;x3" "3.01789668601392;-2.07167899008076;0.493572112639018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14453603953817;0.113258935981956;0.0746332460366045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"478" "GAMMA_BF" 3 3 1 1 1 1 0.854 0.852610030706244 0.855327468230694 0.70787800821216 0.864 0.849593495934959 0.877952755905512 0.728035781742822 "x1;x2;x3" "3.01789668601392;-2.07167899008076;0.493572112639018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14453603953817;0.113258935981956;0.0746332460366045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"479" "GAMMA_FORW" 3 3 1 1 1 1 0.854 0.852610030706244 0.855327468230694 0.70787800821216 0.864 0.849593495934959 0.877952755905512 0.728035781742822 "x1;x2;x3" "3.01789668601392;-2.07167899008076;0.493572112639018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14453603953817;0.113258935981956;0.0746332460366045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"480" "GAMMA_HC" 3 3 1 1 1 1 0.854 0.852610030706244 0.855327468230694 0.70787800821216 0.864 0.849593495934959 0.877952755905512 0.728035781742822 "x1;x2;x3" "3.01789668601392;-2.07167899008076;0.493572112639018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14453603953817;0.113258935981956;0.0746332460366045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"481" "BASELINE" 25 3 0.12 0 1 0 0.8645 0.862103174603175 0.866935483870968 0.729015693371729 0.8615 0.86119257086999 0.861821903787103 0.722915751169752 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.29596591984313;-2.14528817417417;0.368525534294149;0.0319061592627509;-0.0296868645263427;0.0464804736474146;-0.0323351852783379;-0.012754615003881;0.0416953433635584;0.0345527675201998;-0.0953586568215424;-0.0800396197930706;-0.078467075417862;-0.0238948246201409;0.0759516694493267;-0.00940310856809318;0.0180628963718405;-0.166736293720577;-0.101997023211874;-0.019969544958472;0.115488679127323;0.0355596957789232;-0.0446152938783917;0.0734460811546954;-0.136904133052334" "0.158225541495326;0.117071217781261;0.0762357701595249;0.0743500479734852;0.074453468318991;0.073347503923209;0.0730725082970499;0.0742910513357453;0.0722474041514707;0.0708688573386034;0.0732950707752983;0.0756390341532981;0.0718898171829843;0.0739843356372849;0.0750570556757104;0.0763980845145687;0.0733332394931768;0.0758691310091489;0.0763286852456653;0.0736673334468001;0.0718048524659201;0.0751474619434126;0.0733714457903282;0.0729398904478277;0.0743671130470691"
"482" "BEST" 3 3 1 1 1 1 0.863 0.865079365079365 0.860887096774194 0.725979530439114 0.86 0.859237536656892 0.860798362333674 0.719926420580285 "x1;x2;x3" "3.22057209322214;-2.09917566410949;0.370843707016342;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.152937853673451;0.113415618504802;0.0750990957110799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"483" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8615 0.860119047619048 0.862903225806452 0.723002389860625 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 "x1;x2" "3.13535591627903;-2.044512058583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148165394709598;0.110988215625108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"484" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8615 0.860119047619048 0.862903225806452 0.723002389860625 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 "x1;x2" "3.13535591627903;-2.044512058583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148165394709598;0.110988215625108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"485" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8615 0.860119047619048 0.862903225806452 0.723002389860625 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 "x1;x2" "3.13535591627903;-2.044512058583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.148165394709598;0.110988215625108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"486" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7755 0.784722222222222 0.766129032258065 0.55097938028261 0.766 0.757575757575758 0.77482088024565 0.532262453604729 "x1" "1.98517828163534;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0903929239657362;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
