"Approach" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_validation" "Specificity_validation" "Sensitivity_validation" "MCC_validation" "NbVarSelected" "NbVarInf" "VarSelected" "AIC" "coef_estimate" "std_estimate"
"204" "SVM-RFE" 0.92 0.909090909090909 1 0.738548945875996 0.8555 0.84903748733536 0.861796643632774 0.710946132733171 0.8635 0.849246231155779 0.877611940298507 0.727221518455019 5 3 "Noise21;Noise9;x1;x2;x3" 1292.79072792402 "3.00889539821798;-1.94010199277931;0.446595834322327;NA;NA;NA;NA;NA;NA;NA;NA;0.20480236815171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.101885934993398;NA" "0.143649477710027;0.109931145121205;0.0738816154207718;NA;NA;NA;NA;NA;NA;NA;NA;0.0706443130866665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0701274659247169;NA"
"205" "GAMMA_BACK" 0.88 0.863636363636364 1 0.657128740672771 0.853 0.84903748733536 0.856860809476802 0.70594066168251 0.8635 0.849246231155779 0.877611940298507 0.727221518455019 6 3 "x1;x2;x3;Noise8;Noise9;Noise13" 1293.56716086328 "3.00967621863023;-1.93023717744473;0.447017087721365;NA;NA;NA;NA;NA;NA;NA;-0.128708562973874;0.200496419177555;NA;NA;NA;-0.0174852672247164;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14383112396333;0.109516321026531;0.0739387895572076;NA;NA;NA;NA;NA;NA;NA;0.0715367821012474;0.0708248440336884;NA;NA;NA;0.0711916454468786;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"206" "GAMMA_BF" 0.88 0.863636363636364 1 0.657128740672771 0.853 0.84903748733536 0.856860809476802 0.70594066168251 0.8635 0.849246231155779 0.877611940298507 0.727221518455019 6 3 "x1;x2;x3;Noise8;Noise9;Noise13" 1293.56716086328 "3.00967621863023;-1.93023717744473;0.447017087721365;NA;NA;NA;NA;NA;NA;NA;-0.128708562973874;0.200496419177555;NA;NA;NA;-0.0174852672247164;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14383112396333;0.109516321026531;0.0739387895572076;NA;NA;NA;NA;NA;NA;NA;0.0715367821012474;0.0708248440336884;NA;NA;NA;0.0711916454468786;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"207" "GAMMA_FORW" 0.88 0.863636363636364 1 0.657128740672771 0.853 0.84903748733536 0.856860809476802 0.70594066168251 0.8635 0.849246231155779 0.877611940298507 0.727221518455019 6 3 "x1;x2;x3;Noise8;Noise9;Noise13" 1293.56716086328 "3.00967621863023;-1.93023717744473;0.447017087721365;NA;NA;NA;NA;NA;NA;NA;-0.128708562973874;0.200496419177555;NA;NA;NA;-0.0174852672247164;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14383112396333;0.109516321026531;0.0739387895572076;NA;NA;NA;NA;NA;NA;NA;0.0715367821012474;0.0708248440336884;NA;NA;NA;0.0711916454468786;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"208" "GAMMA_HC" 0.88 0.863636363636364 1 0.657128740672771 0.853 0.84903748733536 0.856860809476802 0.70594066168251 0.8635 0.849246231155779 0.877611940298507 0.727221518455019 6 3 "x1;x2;x3;Noise8;Noise9;Noise13" 1293.56716086328 "3.00967621863023;-1.93023717744473;0.447017087721365;NA;NA;NA;NA;NA;NA;NA;-0.128708562973874;0.200496419177555;NA;NA;NA;-0.0174852672247164;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14383112396333;0.109516321026531;0.0739387895572076;NA;NA;NA;NA;NA;NA;NA;0.0715367821012474;0.0708248440336884;NA;NA;NA;0.0711916454468786;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"209" "BASELINE" 0.12 0 1 0 0.865 0.863868986693961 0.866080156402737 0.729887802648369 0.8675 0.863041289023162 0.871896722939424 0.734992038510266 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1258.59652557958 "3.08225740004976;-2.06768323146448;0.524229313780395;-0.0302761146580441;0.101764898161751;0.0956162159100034;-0.0935424841925593;0.0176483983988488;0.0549776788840359;-0.0627977854513863;0.0480310946892208;0.0217869628669063;-0.0675241749809456;0.0989029780913386;-0.0319197848193701;-0.152048523938665;0.0343853452887618;0.0448458862637997;0.0212246827940991;0.0267961591805798;0.01998164986702;0.11295546195227;0.00226564510146138;0.0108360647259176;-0.0877826671883828" "0.148041915901128;0.113998377105399;0.0746852760078633;0.074590318809197;0.0749676201658984;0.071469103514915;0.0714598491719027;0.0708881615039392;0.0769599405949309;0.0700521021684288;0.0758976429095174;0.0702951208131874;0.0740561958474582;0.0736180930156577;0.0735264890831202;0.0714870386285399;0.0712322563500537;0.0726704167728439;0.0711529972641652;0.0738887212115814;0.0735010394437234;0.0734127661581195;0.0709127216656581;0.0701361463553833;0.0762949366374543"
"210" "BEST" 1 1 1 1 0.864 0.860798362333674 0.867057673509286 0.727856035842961 0.8705 0.86404833836858 0.876861966236346 0.741012205782566 3 3 "x1;x2;x3" 1234.51873296138 "3.0273178087697;-2.03492063145091;0.518767794988886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14378012578815;0.111860064170605;0.0736006963725142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"211" "CFS" 0.96 1 0.666666666666667 0.798549409504691 0.8545 0.857727737973388 0.851417399804497 0.708992994612409 0.8655 0.846928499496475 0.883813306852036 0.7313692553642 2 2 "x1;x2" 1285.16769565039 "2.89670754171923;-1.92437099630597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136369534047764;0.105660398972323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"212" "CHI2" 0.96 1 0.666666666666667 0.798549409504691 0.8545 0.857727737973388 0.851417399804497 0.708992994612409 0.8655 0.846928499496475 0.883813306852036 0.7313692553642 2 2 "x1;x2" 1285.16769565039 "2.89670754171923;-1.92437099630597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136369534047764;0.105660398972323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"213" "CONS" 0.96 1 0.666666666666667 0.798549409504691 0.8545 0.857727737973388 0.851417399804497 0.708992994612409 0.8655 0.846928499496475 0.883813306852036 0.7313692553642 2 2 "x1;x2" 1285.16769565039 "2.89670754171923;-1.92437099630597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136369534047764;0.105660398972323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"214" "IGR" 0.92 1 0.333333333333333 0.552770798392567 0.784 0.775844421699079 0.791788856304985 0.567721896411817 0.763 0.736153071500504 0.789473684210526 0.526469823734211 1 1 "x1" 1872.02485823684 "1.9193533857635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868559189238739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"215" "IG" 0.92 1 0.333333333333333 0.552770798392567 0.784 0.775844421699079 0.791788856304985 0.567721896411817 0.763 0.736153071500504 0.789473684210526 0.526469823734211 1 1 "x1" 1872.02485823684 "1.9193533857635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868559189238739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"216" "ONER" 0.96 1 0.666666666666667 0.798549409504691 0.8545 0.857727737973388 0.851417399804497 0.708992994612409 0.8655 0.846928499496475 0.883813306852036 0.7313692553642 2 2 "x1;x2" 1285.16769565039 "2.89670754171923;-1.92437099630597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136369534047764;0.105660398972323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"217" "RELIEF" 0.8 0.863636363636364 0.333333333333333 0.174594975538832 0.7835 0.775844421699079 0.790811339198436 0.566728061581891 0.763 0.739174219536757 0.786494538232373 0.526340830657049 4 1 "Noise5;x1;Noise21;Noise22" 1876.58835188451 "1.91949503808219;NA;NA;NA;NA;NA;NA;-0.00645673268024325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0176478480445942;-0.067497038410837" "0.0868785830863011;NA;NA;NA;NA;NA;NA;0.0553137885244615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0555919946862434;0.0585125593583192"
"218" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.8545 0.857727737973388 0.851417399804497 0.708992994612409 0.8655 0.846928499496475 0.883813306852036 0.7313692553642 2 2 "x1;x2" 1285.16769565039 "2.89670754171923;-1.92437099630597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136369534047764;0.105660398972323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"219" "SU" 0.92 1 0.333333333333333 0.552770798392567 0.784 0.775844421699079 0.791788856304985 0.567721896411817 0.763 0.736153071500504 0.789473684210526 0.526469823734211 1 1 "x1" 1872.02485823684 "1.9193533857635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0868559189238739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"220" "SVM-RFE" 1 1 1 1 0.864 0.860798362333674 0.867057673509286 0.727856035842961 0.8705 0.86404833836858 0.876861966236346 0.741012205782566 3 3 "x1;x2;x3" 1234.51873296138 "3.0273178087697;-2.03492063145091;0.518767794988886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14378012578815;0.111860064170605;0.0736006963725142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"221" "GAMMA_BACK" 1 1 1 1 0.864 0.860798362333674 0.867057673509286 0.727856035842961 0.8705 0.86404833836858 0.876861966236346 0.741012205782566 3 3 "x1;x2;x3" 1234.51873296138 "3.0273178087697;-2.03492063145091;0.518767794988886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14378012578815;0.111860064170605;0.0736006963725142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"222" "GAMMA_BF" 1 1 1 1 0.864 0.860798362333674 0.867057673509286 0.727856035842961 0.8705 0.86404833836858 0.876861966236346 0.741012205782566 3 3 "x1;x2;x3" 1234.51873296138 "3.0273178087697;-2.03492063145091;0.518767794988886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14378012578815;0.111860064170605;0.0736006963725142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"223" "GAMMA_FORW" 1 1 1 1 0.864 0.860798362333674 0.867057673509286 0.727856035842961 0.8705 0.86404833836858 0.876861966236346 0.741012205782566 3 3 "x1;x2;x3" 1234.51873296138 "3.0273178087697;-2.03492063145091;0.518767794988886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14378012578815;0.111860064170605;0.0736006963725142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"224" "GAMMA_HC" 1 1 1 1 0.864 0.860798362333674 0.867057673509286 0.727856035842961 0.8705 0.86404833836858 0.876861966236346 0.741012205782566 3 3 "x1;x2;x3" 1234.51873296138 "3.0273178087697;-2.03492063145091;0.518767794988886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.14378012578815;0.111860064170605;0.0736006963725142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"225" "BASELINE" 0.12 0 1 0 0.8535 0.859237536656892 0.847492323439099 0.706820033100626 0.8465 0.876923076923077 0.817560975609756 0.694880147155876 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1348.12990594673 "2.81543285967781;-1.8688620463832;0.515215924125942;-0.0762445248429843;0.0571227524282776;0.064542872096406;-0.050692116608959;0.0520310950750365;-0.0377810647664822;0.0461691876192489;0.0958772513310835;-0.0639763675099181;-0.0572661513161764;-0.0573383576248631;-0.0396817111941804;-0.00721798448527032;-0.174565804191897;-0.000433840257240629;-0.0426954646760586;-0.040447836630073;0.00217516828151602;-0.00234895176564874;0.0113185969127898;-0.0313906955816254;0.0889217718204395" "0.136101607203478;0.104737406417535;0.0745437944076019;0.0716440643265993;0.0706880771035561;0.072610937005402;0.0715357461601339;0.0696983910044378;0.0713298071934268;0.0716310426629121;0.0731082930033948;0.0705798339615165;0.0707207680062028;0.0722035764835574;0.0719598939667608;0.0714297876557514;0.0686176123673582;0.0688416969476918;0.0704491400504126;0.0684807691570717;0.0691987046163604;0.0712719323191028;0.070802382222054;0.0697957646014639;0.071744687660813"
"226" "BEST" 1 1 1 1 0.855 0.860215053763441 0.849539406345957 0.709825483780659 0.8515 0.88 0.824390243902439 0.704679049621925 3 3 "x1;x2;x3" 1320.87283525398 "2.77240091014663;-1.83475886547002;0.503399154826142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.133109691207884;0.102973640038534;0.0732446085882576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"227" "CFS" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.849462365591398 0.839303991811668 0.688817014112705 0.8455 0.86974358974359 0.822439024390244 0.692277868423856 2 2 "x1;x2" 1368.90642404705 "2.66317318709807;-1.73580049257633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.127284288148888;0.0981227469982001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"228" "CHI2" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.849462365591398 0.839303991811668 0.688817014112705 0.8455 0.86974358974359 0.822439024390244 0.692277868423856 2 2 "x1;x2" 1368.90642404705 "2.66317318709807;-1.73580049257633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.127284288148888;0.0981227469982001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"229" "CONS" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.849462365591398 0.839303991811668 0.688817014112705 0.8455 0.86974358974359 0.822439024390244 0.692277868423856 2 2 "x1;x2" 1368.90642404705 "2.66317318709807;-1.73580049257633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.127284288148888;0.0981227469982001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"230" "IGR" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.849462365591398 0.839303991811668 0.688817014112705 0.8455 0.86974358974359 0.822439024390244 0.692277868423856 2 2 "x1;x2" 1368.90642404705 "2.66317318709807;-1.73580049257633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.127284288148888;0.0981227469982001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"231" "IG" 0.92 1 0.333333333333333 0.552770798392567 0.769 0.779081133919844 0.758444216990788 0.537676000978756 0.772 0.790769230769231 0.754146341463415 0.544889401812921 1 1 "x1" 1880.72477495884 "1.95275654368185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0899112767787799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"232" "ONER" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.849462365591398 0.839303991811668 0.688817014112705 0.8455 0.86974358974359 0.822439024390244 0.692277868423856 2 2 "x1;x2" 1368.90642404705 "2.66317318709807;-1.73580049257633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.127284288148888;0.0981227469982001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"233" "RELIEF" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.849462365591398 0.839303991811668 0.688817014112705 0.8455 0.86974358974359 0.822439024390244 0.692277868423856 2 2 "x1;x2" 1368.90642404705 "2.66317318709807;-1.73580049257633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.127284288148888;0.0981227469982001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"234" "RFI" 0.96 1 0.666666666666667 0.798549409504691 0.8445 0.849462365591398 0.839303991811668 0.688817014112705 0.8455 0.86974358974359 0.822439024390244 0.692277868423856 2 2 "x1;x2" 1368.90642404705 "2.66317318709807;-1.73580049257633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.127284288148888;0.0981227469982001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"235" "SU" 0.92 1 0.333333333333333 0.552770798392567 0.769 0.779081133919844 0.758444216990788 0.537676000978756 0.772 0.790769230769231 0.754146341463415 0.544889401812921 1 1 "x1" 1880.72477495884 "1.95275654368185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0899112767787799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"236" "SVM-RFE" 0.24 0.136363636363636 1 0.136363636363636 0.8535 0.860215053763441 0.84646878198567 0.70681503150955 0.8475 0.878974358974359 0.817560975609756 0.696992649021066 22 3 "Noise1;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise2;Noise20;Noise22;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;x1;x2;x3" 1342.33315324929 "2.81431441735971;-1.86886781141118;0.513916886538751;-0.075002901787795;0.0562082425464159;0.0636500498136798;-0.0524941000239071;0.0515665045475324;-0.0374221142216686;0.0462341556312967;0.0952660547613356;-0.0656170904468839;-0.0565376945610365;-0.057934469813138;-0.039196091201236;-0.00925014967163719;-0.174872778930961;0.00120411635713246;-0.0415451451200814;-0.0404663389774507;NA;NA;0.0117386101349882;NA;0.0890263916926196" "0.136011354343778;0.104706495085105;0.0744754461995572;0.0715263352594702;0.0706319458648737;0.0725630268542468;0.071408707348103;0.0696746909135612;0.071303837840807;0.0714983384974226;0.0730717181110424;0.0704267255671645;0.0707010400284906;0.0721911975146215;0.0719396634624687;0.0712780947773471;0.0685344235335213;0.0686274324533204;0.0703279984258261;0.0683825279675509;NA;NA;0.0707472729041051;NA;0.0717247888884185"
"237" "GAMMA_BACK" 0.92 0.909090909090909 1 0.738548945875996 0.8505 0.855327468230694 0.845445240532242 0.700824248503879 0.8565 0.887179487179487 0.827317073170732 0.714904068981563 5 3 "x1;x2;x3;Noise1;Noise14" 1317.52585821208 "2.79295504245632;-1.85044175148372;0.510853439628122;-0.0658908825974716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.170492777633971;NA;NA;NA;NA;NA;NA;NA;NA" "0.134423379016764;0.103696527892922;0.0736524583725409;0.0706016755328723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0676710250854284;NA;NA;NA;NA;NA;NA;NA;NA"
"238" "GAMMA_BF" 0.92 0.909090909090909 1 0.738548945875996 0.8505 0.855327468230694 0.845445240532242 0.700824248503879 0.8565 0.887179487179487 0.827317073170732 0.714904068981563 5 3 "x1;x2;x3;Noise1;Noise14" 1317.52585821208 "2.79295504245632;-1.85044175148372;0.510853439628122;-0.0658908825974716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.170492777633971;NA;NA;NA;NA;NA;NA;NA;NA" "0.134423379016764;0.103696527892922;0.0736524583725409;0.0706016755328723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0676710250854284;NA;NA;NA;NA;NA;NA;NA;NA"
"239" "GAMMA_FORW" 0.92 0.909090909090909 1 0.738548945875996 0.8505 0.855327468230694 0.845445240532242 0.700824248503879 0.8565 0.887179487179487 0.827317073170732 0.714904068981563 5 3 "x1;x2;x3;Noise1;Noise14" 1317.52585821208 "2.79295504245632;-1.85044175148372;0.510853439628122;-0.0658908825974716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.170492777633971;NA;NA;NA;NA;NA;NA;NA;NA" "0.134423379016764;0.103696527892922;0.0736524583725409;0.0706016755328723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0676710250854284;NA;NA;NA;NA;NA;NA;NA;NA"
"240" "GAMMA_HC" 0.92 0.909090909090909 1 0.738548945875996 0.8505 0.855327468230694 0.845445240532242 0.700824248503879 0.8565 0.887179487179487 0.827317073170732 0.714904068981563 5 3 "x1;x2;x3;Noise1;Noise14" 1317.52585821208 "2.79295504245632;-1.85044175148372;0.510853439628122;-0.0658908825974716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.170492777633971;NA;NA;NA;NA;NA;NA;NA;NA" "0.134423379016764;0.103696527892922;0.0736524583725409;0.0706016755328723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0676710250854284;NA;NA;NA;NA;NA;NA;NA;NA"
"241" "BASELINE" 0.12 0 1 0 0.839 0.838677354709419 0.839321357285429 0.677998711994848 0.8545 0.84919028340081 0.859683794466403 0.70895101430514 25 3 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" 1358.60439953021 "2.90103574977104;-2.01997817337439;0.521936183695531;-0.0443132866970872;0.0454031493599296;-0.0456008247138649;-0.0748889745186845;0.0566200659033118;0.0560211155147897;0.0570505051095636;-0.0766845462507838;0.0860822095488321;-0.0256380056968239;-0.0422118623368783;0.0219564764635416;-0.0539645218399305;-0.0138588707142928;-0.114844603120605;-0.0292322305967238;-0.0535121972927029;-0.0347362894569047;-0.0758263790315813;-0.00390774385672523;0.10033357946469;-0.0872825244517197" "0.140402431420802;0.109322548156692;0.0742428570760687;0.0718404582968548;0.0730494095064636;0.0721105075721002;0.0715472581077207;0.0717558969614712;0.0697529603151844;0.0675257364326661;0.0687780695386409;0.0696033679481217;0.071193137947679;0.0697777512848545;0.0667143040203587;0.0719012647866147;0.0676653051090571;0.0710744954050588;0.0685368003012112;0.0736684897022542;0.0705596819312687;0.0683923661273798;0.0678797277975392;0.0703278051429811;0.0704680880241125"
"242" "BEST" 1 1 1 1 0.839 0.837675350701403 0.840319361277445 0.677998780000004 0.8595 0.857287449392713 0.861660079051383 0.718956516751049 3 3 "x1;x2;x3" 1330.93686335659 "2.85125464198418;-1.98814742156373;0.505239636028814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.136891530959983;0.107039990099001;0.0727652094093898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"243" "CFS" 0.96 1 0.666666666666667 0.798549409504691 0.8405 0.842685370741483 0.838323353293413 0.681010426569901 0.8495 0.846153846153846 0.852766798418972 0.698948956655834 2 2 "x1;x2" 1379.70856156738 "2.74566662787107;-1.92720302942801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.131271180945356;0.103950864441518;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"244" "CHI2" 0.96 1 0.666666666666667 0.798549409504691 0.8405 0.842685370741483 0.838323353293413 0.681010426569901 0.8495 0.846153846153846 0.852766798418972 0.698948956655834 2 2 "x1;x2" 1379.70856156738 "2.74566662787107;-1.92720302942801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.131271180945356;0.103950864441518;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
